4,7,8,9,11,13,16,17
0.014595054,0.020533975,0.135405678,0.976714844,0.309584492,38.82933266,16.26763581,0.001084907
0.026577856,0.019997139,0.151222978,0.928035156,0.473522014,41.27186191,14.33298669,0.000701253
0.013971948,0.020265557,0.219285301,0.907097656,0.515522536,21.03795572,36.85724499,0.000925831
0.013971948,0.020265557,0.219285301,0.907097656,0.515522536,21.03795572,36.85724499,0.000925831
0.013971948,0.020265557,0.219285301,0.907097656,0.515522536,21.03795572,36.85724499,0.000925831
0.013971948,0.020265557,0.219285301,0.907097656,0.515522536,21.03795572,36.85724499,0.000925831
0.013971948,0.020265557,0.219285301,0.907097656,0.515522536,21.03795572,36.85724499,0.000925831
0.013971948,0.020265557,0.219285301,0.907097656,0.515522536,21.03795572,36.85724499,0.000925831
0.013971948,0.020265557,0.219285301,0.907097656,0.515522536,21.03795572,36.85724499,0.000925831
0.013971948,0.020265557,0.219285301,0.907097656,0.515522536,21.03795572,36.85724499,0.000925831
