2,4,6,7,8,9,11,13,16,17
60186.79688,0.013971948,97316.01563,0.020265557,0.219285301,0.907097656,0.515522536,21.03795572,36.85724499,0.000925831
46918.82813,0.012294356,80701.17188,0.024828662,0.15841266,0.901339844,0.504683691,27.0663065,25.4167578,0.000735563
46294.45313,0.019771625,72100.54688,0.027333896,0.240854347,0.978808594,0.36513357,29.05575785,16.97828933,0.000897759
75483.98438,0.013492636,69950.39063,0.022949736,0.145471232,0.973050781,0.435586058,38.41787388,45.74574834,0.00089464
76108.35938,0.025619232,64868.20313,0.020355029,0.189567949,0.905003906,0.847462145,17.78614327,41.18782046,0.000763636
76108.35938,0.025619232,64868.20313,0.020355029,0.189567949,0.905003906,0.847462145,17.78614327,37.71901226,0.000763636
65181.79688,0.028399242,75814.45313,0.023128682,0.265299266,0.923847656,0.385456403,39.41383633,27.5106263,0.000826019
48948.04688,0.021113698,67604.76563,0.05202835,0.11575388,0.933269531,0.481651147,33.54939864,37.14743246,0.000682538
73766.95313,0.019436106,103766.4844,0.020623447,0.119109065,0.935886719,0.740428556,19.34366385,30.55300912,0.000723087
76108.35938,0.025619232,64868.20313,0.020355029,0.189567949,0.905003906,0.847462145,17.78614327,41.18782046,0.000763636
